FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores/Hygiene,Scores/Structural,Scores/ConfidenceInManagement,SchemeType,NewRatingPending,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,RatingDate/_xsi:nil,Geocode/Longitude,Geocode/Latitude
496336,PI/000038815,Sefton Park Cricket Club,Other catering premises,7841,5,fhrs_5_en-GB,19/03/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,Cricket Club Croxteth Drive,,Liverpool,Liverpool,L17 1AP,,-2.939157009,53.38345337
616752,PI/000256966,Oasis In The Park,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,02/12/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,10,5,FHRS,FALSE,Sefton Park Cafe Aigburth Drive,,Liverpool,Liverpool,L17 1AP,,-2.9391565,53.3834529
1264127,78311,chunkies,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,86 Prescot Road,Fairfield,Liverpool,Liverpool,L7 0JA,TRUE,-2.938952,53.4130998
1300555,79083,Blantyre House,Hotel/bed & breakfast/guest house,7842,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,9 Haverstock Road,,Liverpool,Liverpool,L6 8PA,TRUE,-2.9387732,53.4159147
1244373,77965,M Traders (Discount Fruit & Veg),Retailers - other,4613,3,fhrs_3_en-GB,28/08/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,10,5,FHRS,FALSE,149 Prescot Road,Fairfield,Liverpool,Liverpool,L7 0LD,,-2.9387665,53.4135597
1099191,PI/000274503,Lidl,Retailers - supermarkets/hypermarkets,7840,5,fhrs_5_en-GB,16/01/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,"Lidl, 273 Longmoor Lane",Liverpool Nine,Liverpool,Liverpool,L9 9BY,,-2.9387533,53.4693329
1244106,76069,Enjoy Tasty Food,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,13/03/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,10,FHRS,FALSE,459 West Derby Road,Everton,Liverpool,Liverpool,L6 4BL,,-2.9387399,53.4232858
496942,PI/000114688,Our Lady of Sorrows Parochial Centre,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,11/06/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,Our Lady Of Sorrows Parish Club Pirrie Road,,Liverpool,Liverpool,L9 6AA,,-2.938529968,53.45064926
498068,PI/000238325,Woodlands Hospice,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,17/06/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,"Woodlands Hospice, University Hospital Aintree Longmoor Lane",Liverpool Nine,Liverpool,Liverpool,L9 7LA,,-2.938529968,53.46569443
606081,PI/000257629,Absolutely Catering at St Sebastians,School/college/university,7845,5,fhrs_5_en-GB,22/03/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,St Sebastians Catholic Primary School Holly Road,,Liverpool,Liverpool,L7 0LH,,-2.938391924,53.41022873
498874,PI/000248713,Field of Dreams,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,14/11/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,St Sebastians Catholic Primary School Holly Road,,Liverpool,Liverpool,L7 0LH,,-2.938391924,53.41022873
499030,PI/000253247,Fulwood Arms,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,02/11/2016,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,308 Aigburth Road,St Michaels,Liverpool,Liverpool,L17 9PW,,-2.9383613,53.374641
606082,PI/000257705,Botanic Lodge Nursery and Pre School,Hospitals/Childcare/Caring Premises,5,4,fhrs_4_en-GB,20/06/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,5,5,FHRS,FALSE,"Botanic Lodge Nursery And Pre School, Botanic Gardens Lodge Edge Lane",Kensington,Liverpool,Liverpool,L7 9LH,,-2.938142061,53.40638351
1243513,17955,WORLD NEWS,Retailers - other,4613,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,11 Lawrence Road,,Liverpool,Liverpool,L15 0EE,TRUE,-2.9379244,53.3978447
1243742,71647,The Eating Station,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,11/08/2015,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,5,FHRS,FALSE,"The Eating Station Unit C, The Rag And Yacht Alfred Street",,Liverpool,Liverpool,L15 2JJ,,-2.937922001,53.4018364
509408,PI/000038878,Clifton Arms Public House,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,24/01/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,63 Clifton Road East,,Liverpool,Liverpool,L6 4ED,,-2.9378088,53.4261066
1273376,78522,Smiths Kitchen,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,6 Alton Road,,Liverpool,Liverpool,L6 4BJ,TRUE,-2.937772,53.4237518
521601,PI/000165910,The General Store,Retailers - other,4613,4,fhrs_4_en-GB,09/02/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,10,5,FHRS,FALSE,467 West Derby Road,Everton,Liverpool,Liverpool,L6 4BN,,-2.9377378,53.4235633
521521,PI/000089301,The Ashdale,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,04/01/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,17 Lawrence Road,,Liverpool,Liverpool,L15 0EE,,-2.9377324,53.3978672
734099,PI/000263943,Sefton Park Hotel / Stuarts Bar and Kitchen,Hotel/bed & breakfast/guest house,7842,4,fhrs_4_en-GB,09/04/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,10,FHRS,FALSE,37 Aigburth Drive,,Liverpool,Liverpool,L17 4JE,,-2.9376455,53.3748983
1243720,71622,Mersey Care Nhs Trust,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,26/03/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,"Kevin White Unit, Smithdown Health Park Smithdown Road",Wavertree,Liverpool,Liverpool,L15 2HE,,-2.937642097,53.39184189
498302,PI/000243287,Jennys,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,11/03/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,19 Lawrence Road,,Liverpool,Liverpool,L15 0EE,,-2.9376395,53.3978829
496217,PI/000029505,Cardigan News,Retailers - other,4613,5,fhrs_5_en-GB,07/03/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,38 Cardigan Street,,Liverpool,Liverpool,L15 1HA,,-2.9375883,53.4003462
948008,PI/000270295,Smiles Pizza & Grill,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,22/05/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,10,5,FHRS,FALSE,23 Lawrence Road,,Liverpool,Liverpool,L15 0EE,,-2.9375625,53.3978026
498363,PI/000244167,Belal's News,Retailers - other,4613,4,fhrs_4_en-GB,20/09/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,5,5,FHRS,FALSE,16 Lawrence Road,,Liverpool,Liverpool,L15 0EG,,-2.9373886,53.3974174
1302732,79128,The Cake emporium,Retailers - other,4613,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,477C West Derby Road,Everton,Liverpool,Liverpool,L6 4BN,TRUE,-2.9373548,53.423671
1034642,PI/000272446,Food For Thought,School/college/university,7845,5,fhrs_5_en-GB,10/09/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,"New Heights School, 1A Dyson Hall Drive",,Liverpool,Liverpool,L9 7HA,,-2.937323093,53.45943069
752339,PI/000264322,Klassics,Retailers - other,4613,5,fhrs_5_en-GB,09/03/2015,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,18 Lawrence Road,,Liverpool,Liverpool,L15 0EG,,-2.9372679,53.3974004
1244062,75812,Anar Turkish BBQ Restaurant,Restaurant/Cafe/Canteen,1,3,fhrs_3_en-GB,04/10/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,10,10,FHRS,FALSE,130 Prescot Road,Fairfield,Liverpool,Liverpool,L7 0JB,,-2.9370624,53.4133753
497237,PI/000144801,Aldi,Retailers - supermarkets/hypermarkets,7840,5,fhrs_5_en-GB,08/01/2021,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,"Aldi Supermarket, 281 Smithdown Road",Wavertree,Liverpool,Liverpool,L15 2HF,,-2.937061071,53.39479446
509448,PI/000247144,Bargain Booze,Retailers - other,4613,4,fhrs_4_en-GB,28/11/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,10,5,FHRS,FALSE,163 Walton Hall Avenue,Clubmoor,Liverpool,Liverpool,L11 7BY,,-2.9370495,53.4504359
1244045,75768,JOANIES,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,02/10/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,161 Walton Hall Avenue,Clubmoor,Liverpool,Liverpool,L11 7BY,,-2.9370481,53.450373
498043,PI/000237610,Miller & Carter,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,27/11/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,Miller And Carter Otterspool Drive,,Liverpool,Liverpool,L17 5AL,,-2.937030077,53.36600494
1244298,77650,Costi's Food,Mobile caterer,7846,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,124 Alderson Road,,Liverpool,Liverpool,L15 1HH,TRUE,-2.9369616,53.3992006
683821,PI/000261441,Snowdon Meat Co,Mobile caterer,7846,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,126 Alderson Road,,Liverpool,Liverpool,L15 1HH,TRUE,-2.9369327,53.3992547
498460,PI/000245599,L7 Village Market,Retailers - other,4613,4,fhrs_4_en-GB,21/01/2021,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,10,5,FHRS,FALSE,110 Prescot Road,Fairfield,Liverpool,Liverpool,L7 0JB,,-2.9369296,53.41281
1319521,79338,The Edinburgh,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,132 Prescot Road,Fairfield,Liverpool,Liverpool,L7 0JB,TRUE,-2.9369276,53.4134033
497217,PI/000143084,Famous Blue Star Fish & Chip,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,08/12/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,10,10,FHRS,FALSE,1 Stopgate Lane,,Liverpool,Liverpool,L9 6AN,,-2.9368,53.4507345
606075,PI/000257574,Absolutely Catering at Leamington,School/college/university,7845,5,fhrs_5_en-GB,08/01/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,Leamington Community Primary School Leamington Road,,Liverpool,Liverpool,L11 7BT,,-2.936686039,53.4468956
1066906,PI/000273532,R & M Mini Market,Retailers - other,4613,4,fhrs_4_en-GB,21/01/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,10,5,FHRS,FALSE,30 Lawrence Road,,Liverpool,Liverpool,L15 0EG,,-2.9366481,53.3972524
1086104,PI/000273286,Arbela,Retailers - other,4613,3,fhrs_3_en-GB,08/03/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,10,10,FHRS,FALSE,36 Lawrence Road,,Liverpool,Liverpool,L15 0EG,,-2.9364815,53.3971998
498816,PI/000248144,Stopgate Lane Convenience Grocers,Retailers - other,4613,5,fhrs_5_en-GB,19/06/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,4 Stopgate Lane,,Liverpool,Liverpool,L9 6AP,,-2.9364441,53.4511659
997802,PI/000271359,Time Out,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,30/10/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,5,5,FHRS,FALSE,1 Maiden Lane,,Liverpool,Liverpool,L13 9AN,,-2.9364428,53.4338027
1243786,71700,Four Seasons,Retailers - other,4613,1,fhrs_1_en-GB,12/02/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,15,15,20,FHRS,FALSE,485 - 489 West Derby Road,Everton,Liverpool,Liverpool,L6 4BW,,-2.936423063,53.4239769
1297060,79054,The park pub,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,495 - 497 West Derby Road,Everton,Liverpool,Liverpool,L6 4BW,TRUE,-2.936423063,53.4239769
699808,PI/000127246,Feng Sing,Takeaway/sandwich shop,7844,3,fhrs_3_en-GB,01/03/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,10,10,FHRS,FALSE,126 Prescot Road,Fairfield,Liverpool,Liverpool,L7 0JB,,-2.936328888,53.41353226
1243481,11411,POUND ISLAND,Retailers - other,4613,1,fhrs_1_en-GB,10/02/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,20,10,FHRS,FALSE,38 Lawrence Road,,Liverpool,Liverpool,L15 0EG,,-2.9361811,53.3972201
552318,PI/000248278,Landmark Indian Restaurant,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,17/03/2021,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,279 Smithdown Road,Wavertree,Liverpool,Liverpool,L15 2HF,,-2.9361797,53.3944156
1052406,PI/000273071,Aj News,Retailers - other,4613,5,fhrs_5_en-GB,22/06/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,0,5,FHRS,FALSE,162 - 164 Townsend Lane,Clubmoor,Liverpool,Liverpool,L13 9DN,,-2.9361598,53.4338696
497489,PI/000165931,L6 Food Store,Retailers - other,4613,3,fhrs_3_en-GB,13/10/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,10,10,FHRS,FALSE,501 West Derby Road,Everton,Liverpool,Liverpool,L6 4BW,,-2.9361365,53.4239714
496062,PI/000010955,Delicje,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,21/02/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,0,10,FHRS,FALSE,Former 1a Bagot Street,,Liverpool,Liverpool,L15 2HA,,-2.9360616,53.3945154
496608,PI/000080345,H M Prison Altcourse,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,18/02/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,Hm Prison Altcourse Higher Lane,,Liverpool,Liverpool,L9 7LH,,-2.936031103,53.46094131
1243973,71918,Food For Thought at Birtenshaw School,School/college/university,7845,5,fhrs_5_en-GB,17/01/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,0,5,FHRS,FALSE,"Birtenshaw School, 82 Higher Lane",,Liverpool,Liverpool,L9 7AB,,-2.9360038,53.4593829
497768,PI/000226233,Mossley Hill Childcare,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,01/11/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,Mossley Hill Childcare Mossley Hill Drive,,Liverpool,Liverpool,L17 0ES,,-2.935935974,53.37509155
497866,PI/000232709,Asda,Retailers - supermarkets/hypermarkets,7840,5,fhrs_5_en-GB,24/07/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,5,FHRS,FALSE,"Asda Supermarket, 126 Smithdown Road",Wavertree,Liverpool,Liverpool,L15 3JR,,-2.9359068,53.3936267
1244311,77690,Customer Cafe,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,"Asda Supermarket, 126 Smithdown Road",Wavertree,Liverpool,Liverpool,L15 3JR,TRUE,-2.9359068,53.3936267
1243669,71538,The Three Bears Day Nursery,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,20/09/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,1 East Lancashire Road,Norris Green,Liverpool,Liverpool,L11 7AX,,-2.9358919,53.4507011
919850,PI/000269768,Bean,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,17/06/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,0,5,FHRS,FALSE,"Cafe, Liverpool Innovation Park Innovation Boulevard",,Liverpool,Liverpool,L7 9NJ,,-2.9358419,53.4082396
1244137,76142,Dee Dee's Family Cafe,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,05/11/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,0,10,FHRS,FALSE,"The Range, Liverpool Innovation Park Innovation Boulevard",,Liverpool,Liverpool,L7 9NJ,,-2.9358419,53.4082396
1243569,69567,Babylon Store,Retailers - other,4613,3,fhrs_3_en-GB,09/12/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,10,10,FHRS,FALSE,48 Lawrence Road,,Liverpool,Liverpool,L15 0EG,,-2.9358294,53.397126
1041803,PI/000272685,Convenience Store,Retailers - other,4613,3,fhrs_3_en-GB,18/09/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,10,10,FHRS,FALSE,50 Picton Road,,Liverpool,Liverpool,L15 4LH,,-2.9358062,53.4020681
497001,PI/000120315,First Choice,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,05/02/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,0,10,FHRS,FALSE,52 Picton Road,,Liverpool,Liverpool,L15 4LH,,-2.9358042,53.4019782
606079,PI/000257617,Absolutely Catering at St Matthews,School/college/university,7845,5,fhrs_5_en-GB,15/11/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,"Absolutely Catering, St Matthews Catholic Primary School Queens Drive",Walton,Liverpool,Liverpool,L4 8UA,,-2.935698032,53.43758392
496671,PI/000089324,Co-Operative Retail Services,Retailers - supermarkets/hypermarkets,7840,5,fhrs_5_en-GB,13/05/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,0,FHRS,FALSE,35 Lawrence Road,,Liverpool,Liverpool,L15 0EE,,-2.9356909,53.397353
622247,PI/000257571,Absolutely Catering at Lawrence,School/college/university,7845,5,fhrs_5_en-GB,07/05/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,Lawrence Community Primary School Lawrence Road,,Liverpool,Liverpool,L15 0EE,,-2.935492992,53.39736176
496673,PI/000089358,The Post Office,Retailers - other,4613,5,fhrs_5_en-GB,10/07/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,58 Lawrence Road,,Liverpool,Liverpool,L15 0EG,,-2.9352952,53.3970088
586802,PI/000258543,Bridge Community Centre,Other catering premises,7841,5,fhrs_5_en-GB,03/11/2016,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,0,5,FHRS,FALSE,2 Daneville Road,,Liverpool,Liverpool,L4 9RE,,-2.935280085,53.44321442
1369801,79810,The Brook Sports Bar,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,"Dorset House, 300A West Derby Road",Everton,Liverpool,Liverpool,L6 4BR,TRUE,-2.9351924,53.4234664
1244335,77857,Amy's Pizza,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,201A Townsend Lane,Clubmoor,Liverpool,Liverpool,L13 9DG,TRUE,-2.935175,53.4350171
497349,PI/000156293,Reemona Pizza,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,28/08/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,10,FHRS,FALSE,201 Townsend Lane,Clubmoor,Liverpool,Liverpool,L13 9DG,,-2.935175,53.4350171
766481,PI/000264871,Gorselands Court,Other catering premises,7841,5,fhrs_5_en-GB,13/03/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,"Gorseland Court, 41 Aigburth Vale",,Liverpool,Liverpool,L17 0DG,,-2.9351436,53.3745943
1244305,77662,sayers,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,47 Lawrence Road,,Liverpool,Liverpool,L15 0EE,TRUE,-2.9351133,53.3972195
496672,PI/000089342,Sayers (Confectioners),Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,13/05/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,0,FHRS,FALSE,47 Lawrence Road,,Liverpool,Liverpool,L15 0EE,,-2.9351133,53.3972195
1243667,71535,The Godfather,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,09/09/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,49 Lawrence Road,,Liverpool,Liverpool,L15 0EE,,-2.935068,53.3972108
496063,PI/000010956,Sefton Park Day Nursery,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,14/03/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,2 Bagot Street,,Liverpool,Liverpool,L15 0HT,,-2.9350609,53.3948288
1054989,PI/000271928,Murphy's Wines,Retailers - other,4613,3,fhrs_3_en-GB,31/05/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,10,10,FHRS,FALSE,162 Prescot Road,Fairfield,Liverpool,Liverpool,L7 0JD,,-2.9350554,53.4137865
683741,PI/000254990,ISS Uk Ltd (Barclaycard Staff Canteen),Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,10/10/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,5,FHRS,FALSE,Barclaycard Dale House Wavertree Boulevard,,Liverpool,Liverpool,L7 9PQ,,-2.93499589,53.40628052
497350,PI/000156300,Busy Hen Townsend Cafe,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,03/01/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,207 Townsend Lane,Clubmoor,Liverpool,Liverpool,L13 9DG,,-2.9349661,53.4350996
894307,PI/000268912,Combo Fish & Chips,Takeaway/sandwich shop,7844,3,fhrs_3_en-GB,28/02/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,10,10,FHRS,FALSE,517 West Derby Road,Tuebrook,Liverpool,Liverpool,L13 8AA,,-2.9348792,53.4242779
1294102,78939,14forty,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,100 Wavertree Boulevard,,Liverpool,Liverpool,L7 9PT,TRUE,-2.9347316,53.4051956
497490,PI/000165973,KFC,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,08/02/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,10,5,FHRS,FALSE,523 West Derby Road,Tuebrook,Liverpool,Liverpool,L13 8AA,,-2.9346838,53.4242884
1316116,79172,Touch of Spice,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,55 Lawrence Road,,Liverpool,Liverpool,L15 0EE,TRUE,-2.9346749,53.397115
1066897,PI/000273423,Secret Place,Restaurant/Cafe/Canteen,1,3,fhrs_3_en-GB,12/07/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,10,10,FHRS,FALSE,321A Smithdown Road,Wavertree,Liverpool,Liverpool,L15 3JA,,-2.9345776,53.3933584
752300,PI/000262999,Broadway Residential Care Home,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,09/08/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,"Residential, Broadway, 22 - 32 Flemington Avenue",,Liverpool,Liverpool,L4 8UD,,-2.9345341,53.4394265
1026056,PI/000272238,Zizi's Deli,Restaurant/Cafe/Canteen,1,2,fhrs_2_en-GB,27/03/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,15,10,FHRS,FALSE,59 Lawrence Road,,Liverpool,Liverpool,L15 0EE,,-2.9345245,53.3971162
